incident_id,district,police_division,crime_type,date,day_of_week,is_holiday,time_bracket,location_type,lighting_level,victim_gender,victim_age_bracket,prior_offenses,offender_drug_history,reported_2015_total,solved_2015_total,cleared_rate_pct,reported_status,referral_source
2018-PUT-2307,Puttalam,Kalpitiya,Property Theft,1/10/2018,Tuesday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2018-TRI-2308,Trincomalee,Mutur,Robbery,3/22/2018,Wednesday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2018-COL-2309,Colombo,Grandpass,Drug Offences (Heroin),5/12/2018,Friday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2018-GAM-2310,Gampaha,Minuwangoda,Statutory Rape,7/15/2018,Saturday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2018-KAN-2311,Kandy,Digana,House Breaking,9/1/2018,Friday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2018-KAL-2312,Kalutara,Matugama,Drug Offences (Cannabis),11/20/2018,Monday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2018-GAL-2313,Galle,Karapitiya,Robbery,1/25/2018,Wednesday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2018-JAF-2314,Jaffna,Kayts,Homicide,3/20/2018,Monday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2018-KUR-2315,Kurunegala,Wariyapola,Cheating/BCT,5/15/2018,Monday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2018-RAT-2316,Ratnapura,Pelmadulla,House Breaking,7/20/2018,Thursday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2018-ANU-2317,Anuradhapura,Tambuttegama,Property Theft,9/14/2018,Thursday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2018-BAT-2318,Batticaloa,Kattankudy,Drug Offences (Heroin),11/5/2018,Sunday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2018-MAT-2319,Matara,Akuressa,Grievous Hurt,1/25/2018,Wednesday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2018-BAD-2320,Badulla,Bandarawela,Homicide,3/20/2018,Monday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2018-PUT-2321,Puttalam,Kalpitiya,House Breaking,5/15/2018,Monday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2018-TRI-2322,Trincomalee,Mutur,Property Theft,7/20/2018,Thursday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2018-COL-2323,Colombo,Grandpass,Robbery,9/14/2018,Thursday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2018-GAM-2324,Gampaha,Minuwangoda,Drug Offences (Heroin),11/5/2018,Sunday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2018-KAN-2325,Kandy,Digana,Statutory Rape,1/30/2018,Monday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2018-KAL-2326,Kalutara,Matugama,House Breaking,3/30/2018,Thursday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2018-GAL-2327,Galle,Karapitiya,Drug Offences (Cannabis),5/12/2018,Friday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2018-JAF-2328,Jaffna,Kayts,Robbery,7/15/2018,Saturday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2018-KUR-2329,Kurunegala,Wariyapola,Homicide,9/1/2018,Friday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2018-RAT-2330,Ratnapura,Pelmadulla,Cheating/BCT,11/20/2018,Monday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2018-ANU-2331,Anuradhapura,Tambuttegama,House Breaking,1/25/2018,Wednesday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2018-BAT-2332,Batticaloa,Kattankudy,Property Theft,3/20/2018,Monday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2018-MAT-2333,Matara,Akuressa,Drug Offences (Heroin),5/15/2018,Monday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2018-BAD-2334,Badulla,Bandarawela,Grievous Hurt,7/20/2018,Thursday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2018-PUT-2335,Puttalam,Kalpitiya,Homicide,9/14/2018,Thursday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2018-TRI-2336,Trincomalee,Mutur,House Breaking,11/5/2018,Sunday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2018-COL-2337,Colombo,Grandpass,Property Theft,1/10/2018,Tuesday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2018-GAM-2338,Gampaha,Minuwangoda,Robbery,3/22/2018,Wednesday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2018-KAN-2339,Kandy,Digana,Drug Offences (Heroin),5/12/2018,Friday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2018-KAL-2340,Kalutara,Matugama,Statutory Rape,7/15/2018,Saturday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2018-GAL-2341,Galle,Karapitiya,House Breaking,9/1/2018,Friday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2018-JAF-2342,Jaffna,Kayts,Drug Offences (Cannabis),11/20/2018,Monday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2018-KUR-2343,Kurunegala,Wariyapola,Robbery,1/25/2018,Wednesday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2018-RAT-2344,Ratnapura,Pelmadulla,Homicide,3/20/2018,Monday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2018-ANU-2345,Anuradhapura,Tambuttegama,Cheating/BCT,5/15/2018,Monday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2018-BAT-2346,Batticaloa,Kattankudy,House Breaking,7/20/2018,Thursday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2018-MAT-2347,Matara,Akuressa,Property Theft,9/14/2018,Thursday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2018-BAD-2348,Badulla,Bandarawela,Drug Offences (Heroin),11/5/2018,Sunday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2018-PUT-2349,Puttalam,Kalpitiya,Grievous Hurt,1/25/2018,Wednesday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2018-TRI-2350,Trincomalee,Mutur,Homicide,3/20/2018,Monday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2018-COL-2351,Colombo,Grandpass,House Breaking,5/15/2018,Monday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2018-GAM-2352,Gampaha,Minuwangoda,Property Theft,7/20/2018,Thursday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2018-KAN-2353,Kandy,Digana,Robbery,9/14/2018,Thursday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2018-KAL-2354,Kalutara,Matugama,Drug Offences (Heroin),11/5/2018,Sunday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2018-GAL-2355,Galle,Karapitiya,Statutory Rape,1/30/2018,Monday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2018-JAF-2356,Jaffna,Kayts,House Breaking,3/30/2018,Thursday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2018-KUR-2357,Kurunegala,Wariyapola,Drug Offences (Cannabis),5/12/2018,Friday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2018-RAT-2358,Ratnapura,Pelmadulla,Robbery,7/15/2018,Saturday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2018-ANU-2359,Anuradhapura,Tambuttegama,Homicide,9/1/2018,Friday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2018-BAT-2360,Batticaloa,Kattankudy,Cheating/BCT,11/20/2018,Monday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2018-MAT-2361,Matara,Akuressa,House Breaking,1/25/2018,Wednesday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2018-BAD-2362,Badulla,Bandarawela,Property Theft,3/20/2018,Monday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2018-PUT-2363,Puttalam,Kalpitiya,Drug Offences (Heroin),5/15/2018,Monday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2018-TRI-2364,Trincomalee,Mutur,Grievous Hurt,7/20/2018,Thursday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2018-COL-2365,Colombo,Grandpass,Homicide,9/14/2018,Thursday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2018-GAM-2366,Gampaha,Minuwangoda,House Breaking,11/5/2018,Sunday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2018-KAN-2367,Kandy,Digana,Property Theft,1/10/2018,Tuesday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2018-KAL-2368,Kalutara,Matugama,Robbery,3/22/2018,Wednesday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2018-GAL-2369,Galle,Karapitiya,Drug Offences (Heroin),5/12/2018,Friday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2018-JAF-2370,Jaffna,Kayts,Statutory Rape,7/15/2018,Saturday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2018-KUR-2371,Kurunegala,Wariyapola,House Breaking,9/1/2018,Friday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2018-RAT-2372,Ratnapura,Pelmadulla,Drug Offences (Cannabis),11/20/2018,Monday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2018-ANU-2373,Anuradhapura,Tambuttegama,Robbery,1/25/2018,Wednesday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2018-BAT-2374,Batticaloa,Kattankudy,Homicide,3/20/2018,Monday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2018-MAT-2375,Matara,Akuressa,Cheating/BCT,5/15/2018,Monday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2018-BAD-2376,Badulla,Bandarawela,House Breaking,7/20/2018,Thursday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2018-PUT-2377,Puttalam,Kalpitiya,Property Theft,9/14/2018,Thursday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2018-TRI-2378,Trincomalee,Mutur,Drug Offences (Heroin),11/5/2018,Sunday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2018-COL-2379,Colombo,Grandpass,Grievous Hurt,1/25/2018,Wednesday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2018-GAM-2380,Gampaha,Minuwangoda,Homicide,3/20/2018,Monday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2018-KAN-2381,Kandy,Digana,House Breaking,5/15/2018,Monday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2018-KAL-2382,Kalutara,Matugama,Property Theft,7/20/2018,Thursday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2018-GAL-2383,Galle,Karapitiya,Robbery,9/14/2018,Thursday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2018-JAF-2384,Jaffna,Kayts,Drug Offences (Heroin),11/5/2018,Sunday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2018-KUR-2385,Kurunegala,Wariyapola,Statutory Rape,1/30/2018,Monday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2018-RAT-2386,Ratnapura,Pelmadulla,House Breaking,3/30/2018,Thursday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2018-ANU-2387,Anuradhapura,Tambuttegama,Drug Offences (Cannabis),5/12/2018,Friday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2018-BAT-2388,Batticaloa,Kattankudy,Robbery,7/15/2018,Saturday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2018-MAT-2389,Matara,Akuressa,Homicide,9/1/2018,Friday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2018-BAD-2390,Badulla,Bandarawela,Cheating/BCT,11/20/2018,Monday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2018-PUT-2391,Puttalam,Kalpitiya,House Breaking,1/25/2018,Wednesday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2018-TRI-2392,Trincomalee,Mutur,Property Theft,3/20/2018,Monday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2018-COL-2393,Colombo,Grandpass,Drug Offences (Heroin),5/15/2018,Monday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2018-GAM-2394,Gampaha,Minuwangoda,Grievous Hurt,7/20/2018,Thursday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2018-KAN-2395,Kandy,Digana,Homicide,9/14/2018,Thursday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2018-KAL-2396,Kalutara,Matugama,House Breaking,11/5/2018,Sunday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2018-GAL-2397,Galle,Karapitiya,Property Theft,1/10/2018,Tuesday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2018-JAF-2398,Jaffna,Kayts,Robbery,3/22/2018,Wednesday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2018-KUR-2399,Kurunegala,Wariyapola,Drug Offences (Heroin),5/12/2018,Friday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2018-RAT-2400,Ratnapura,Pelmadulla,Statutory Rape,7/15/2018,Saturday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2018-ANU-2401,Anuradhapura,Tambuttegama,House Breaking,9/1/2018,Friday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2018-BAT-2402,Batticaloa,Kattankudy,Drug Offences (Cannabis),11/20/2018,Monday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2018-MAT-2403,Matara,Akuressa,Robbery,1/25/2018,Wednesday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2018-BAD-2404,Badulla,Bandarawela,Homicide,3/20/2018,Monday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2018-PUT-2405,Puttalam,Kalpitiya,Cheating/BCT,5/15/2018,Monday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2018-TRI-2406,Trincomalee,Mutur,House Breaking,7/20/2018,Thursday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2018-COL-2407,Colombo,Grandpass,Property Theft,9/14/2018,Thursday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2018-GAM-2408,Gampaha,Minuwangoda,Drug Offences (Heroin),11/5/2018,Sunday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2018-KAN-2409,Kandy,Digana,Grievous Hurt,1/25/2018,Wednesday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2018-KAL-2410,Kalutara,Matugama,Homicide,3/20/2018,Monday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2018-GAL-2411,Galle,Karapitiya,House Breaking,5/15/2018,Monday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2018-JAF-2412,Jaffna,Kayts,Property Theft,7/20/2018,Thursday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2018-KUR-2413,Kurunegala,Wariyapola,Robbery,9/14/2018,Thursday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2018-RAT-2414,Ratnapura,Pelmadulla,Drug Offences (Heroin),11/5/2018,Sunday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2018-ANU-2415,Anuradhapura,Tambuttegama,Statutory Rape,1/30/2018,Monday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2018-BAT-2416,Batticaloa,Kattankudy,House Breaking,3/30/2018,Thursday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2018-MAT-2417,Matara,Akuressa,Drug Offences (Cannabis),5/12/2018,Friday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2018-BAD-2418,Badulla,Bandarawela,Robbery,7/15/2018,Saturday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2018-PUT-2419,Puttalam,Kalpitiya,Homicide,9/1/2018,Friday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2018-TRI-2420,Trincomalee,Mutur,Cheating/BCT,11/20/2018,Monday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2018-COL-2421,Colombo,Grandpass,House Breaking,1/25/2018,Wednesday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2018-GAM-2422,Gampaha,Minuwangoda,Property Theft,3/20/2018,Monday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2018-KAN-2423,Kandy,Digana,Drug Offences (Heroin),5/15/2018,Monday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2018-KAL-2424,Kalutara,Matugama,Grievous Hurt,7/20/2018,Thursday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2018-GAL-2425,Galle,Karapitiya,Homicide,9/14/2018,Thursday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2018-JAF-2426,Jaffna,Kayts,House Breaking,11/5/2018,Sunday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2018-KUR-2427,Kurunegala,Wariyapola,Property Theft,1/10/2018,Tuesday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2018-RAT-2428,Ratnapura,Pelmadulla,Robbery,3/22/2018,Wednesday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2018-ANU-2429,Anuradhapura,Tambuttegama,Drug Offences (Heroin),5/12/2018,Friday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2018-BAT-2430,Batticaloa,Kattankudy,Statutory Rape,7/15/2018,Saturday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2018-MAT-2431,Matara,Akuressa,House Breaking,9/1/2018,Friday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2018-BAD-2432,Badulla,Bandarawela,Drug Offences (Cannabis),11/20/2018,Monday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2018-PUT-2433,Puttalam,Kalpitiya,Robbery,1/25/2018,Wednesday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2018-TRI-2434,Trincomalee,Mutur,Homicide,3/20/2018,Monday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2018-COL-2435,Colombo,Grandpass,Cheating/BCT,5/15/2018,Monday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2018-GAM-2436,Gampaha,Minuwangoda,House Breaking,7/20/2018,Thursday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2018-KAN-2437,Kandy,Digana,Property Theft,9/14/2018,Thursday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2018-KAL-2438,Kalutara,Matugama,Drug Offences (Heroin),11/5/2018,Sunday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2018-GAL-2439,Galle,Karapitiya,Grievous Hurt,1/25/2018,Wednesday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2018-JAF-2440,Jaffna,Kayts,Homicide,3/20/2018,Monday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2018-KUR-2441,Kurunegala,Wariyapola,House Breaking,5/15/2018,Monday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2018-RAT-2442,Ratnapura,Pelmadulla,Property Theft,7/20/2018,Thursday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2018-ANU-2443,Anuradhapura,Tambuttegama,Robbery,9/14/2018,Thursday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2018-BAT-2444,Batticaloa,Kattankudy,Drug Offences (Heroin),11/5/2018,Sunday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2018-MAT-2445,Matara,Akuressa,Statutory Rape,1/30/2018,Monday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2018-BAD-2446,Badulla,Bandarawela,House Breaking,3/30/2018,Thursday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2018-PUT-2447,Puttalam,Kalpitiya,Drug Offences (Cannabis),5/12/2018,Friday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2018-TRI-2448,Trincomalee,Mutur,Robbery,7/15/2018,Saturday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2018-COL-2449,Colombo,Grandpass,Homicide,9/1/2018,Friday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2018-GAM-2450,Gampaha,Minuwangoda,Cheating/BCT,11/20/2018,Monday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2018-KAN-2451,Kandy,Digana,House Breaking,1/25/2018,Wednesday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2018-KAL-2452,Kalutara,Matugama,Property Theft,3/20/2018,Monday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2018-GAL-2453,Galle,Karapitiya,Drug Offences (Heroin),5/15/2018,Monday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2018-JAF-2454,Jaffna,Kayts,Grievous Hurt,7/20/2018,Thursday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2018-KUR-2455,Kurunegala,Wariyapola,Homicide,9/14/2018,Thursday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2018-RAT-2456,Ratnapura,Pelmadulla,House Breaking,11/5/2018,Sunday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2018-ANU-2457,Anuradhapura,Tambuttegama,Property Theft,1/10/2018,Tuesday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2018-BAT-2458,Batticaloa,Kattankudy,Robbery,3/22/2018,Wednesday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2018-MAT-2459,Matara,Akuressa,Drug Offences (Heroin),5/12/2018,Friday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2018-BAD-2460,Badulla,Bandarawela,Statutory Rape,7/15/2018,Saturday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2018-PUT-2461,Puttalam,Kalpitiya,House Breaking,9/1/2018,Friday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
